postId,postUrl,commentId,commentUrl,text,timestamp,likesCount,userId,username,userFullName,ownerProfilePicUrl,owner,ownerUsername,isVerified,hasLikedComment,childCommentCount,repliesCount
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18114767350702733,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18114767350702733/,Coba buat postingan kritik pemerintah kak,1778143560,9925,2235738709,gnrxxki,,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-19/551057952_18479436106074710_8064216012374103146_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=100&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=zisp7lviP2UQ7kNvwGVckTa&_nc_oc=AdrP4WTEinqS-M0c1U5kitNgM9nRMhRgIz15SuIEqB1Icarxkh3GfM2v5jcWXonGHZs&_nc_zt=24&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_gid=WMI2tPWUAJnlmj3zmmGOgQ&_nc_ss=7d6a8&oh=00_Af6Pt6ofOyMjjmTz8I9Jp51xQ2V05t-WVRaS-M4bmdk-iw&oe=6A039416,gnrxxki,gnrxxki,FALSE,FALSE,44,44
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18101576647954215,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18101576647954215/,Tapi kok berita Bank BNI kemarin gak muncul? Tapi malah post Bank BNI lagi bagi bagi hadiah. Ehhhhh,1778143495,11651,1708501363,thomas_dyp,Thomas Dwi Yananto Putra,https://scontent-iad6-1.cdninstagram.com/v/t51.2885-19/441330365_956097942834876_9220006302506834693_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy44MjguQzMifQ%3D%3D&_nc_ohc=yheEVs6OKR4Q7kNvwFq0LCu&_nc_oc=Adq-1f-JYqGX8FEDwAjPNV-EcT5YG3IzQLR0BfiXHU2NBS4bD2ukpD7MaqZ56zPLAIQ&_nc_zt=24&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_ss=7d6a8&oh=00_Af4IoLbmCRUjxql6QZyetfS2nlmgpRYJ3CdML_VhHlMiIg&oe=6A03A613,thomas_dyp,thomas_dyp,FALSE,FALSE,71,71
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,17913675480183330,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/17913675480183330/,"Time Will tell guys, apakah informasi yg jadi concern rakyat akan sering diposting atau ga kedepannya , mari kita tunggu🙌",1778143695,2433,68902757485,oh.ini.faktaa,FAKTA DUNIA | FAKTA UNIK | INFORMASI,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/460285484_434954339698406_130147884719655572_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy40MjUuQzMifQ%3D%3D&_nc_ohc=zazFeMiXTvMQ7kNvwFSkZP9&_nc_oc=AdocgU57FGdM3Hx0qzy_8dyknVgovTfoMHo-tEYX0T8SROs9bYTiVKoe9PtSBheOrgo&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ss=7d6a8&oh=00_Af57Pn1ufrbAbAbIYL2NMn31X7hmFyCkuTvs0zFKotk9Zg&oe=6A03914E,oh.ini.faktaa,oh.ini.faktaa,FALSE,FALSE,23,23
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18067216796689966,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18067216796689966/,apakah ini bagian dari brief pemerintahnya min? wkwkwkwk,1778145176,8379,1612399857,kemal_adr,Kemal Adrianto,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-19/440877335_1233509484276712_4841147761753724267_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=105&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=2hawVYbYjPQQ7kNvwGthPkV&_nc_oc=AdpbOhBz8oDxwsu2hekpv8jlACy8T8r0sdxaEVCRnb9QkXvyhyS6KbNNTJo2SJDKjqc&_nc_zt=24&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_ss=7d6a8&oh=00_Af7l7sEKOIbfCDXYQ7YmPBnZ4Tr0_FlzOPVQhkZMJnVsaQ&oe=6A03B291,kemal_adr,kemal_adr,FALSE,FALSE,25,25
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18099095351083359,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18099095351083359/,CUCI TANGAN SAMPAI BERSIH YA 😹,1778143619,4939,2015768655,kuyangnatadecoco,kuyangnatadecoco,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-19/612647197_18525654454064656_4118051445912587624_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=109&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=wcF_8xw4C3cQ7kNvwGRQXct&_nc_oc=Ado873TwQIiq9XCQo5nZNtl8wNdfQeF0xnD9qvVCIFUUhss4LZ6pVFV0oQVOMUP3n4Q&_nc_zt=24&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_gid=WMI2tPWUAJnlmj3zmmGOgQ&_nc_ss=7d6a8&oh=00_Af7HRfBXmAoSYIccsTAIoY3Cx6m8-bs26SSOd41sqAFzyA&oe=6A038A31,kuyangnatadecoco,kuyangnatadecoco,FALSE,FALSE,26,26
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18124742164613355,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18124742164613355/,semangat apus apusin komen🙌,1778146118,3415,1986012360,spertibersepeda,,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-19/649157364_18530512438068361_1176022214145492965_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=110&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=DFLkYgeQzycQ7kNvwFKZhqG&_nc_oc=AdrICZXQ2qpJwLKdEw-lXFkCDXwTm3vJ5Ul8zvPlArCh7p0lUYAaA0FSG9zxpd1FdyU&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_gid=WMI2tPWUAJnlmj3zmmGOgQ&_nc_ss=7d6a8&oh=00_Af7xrDOKbZSNrrXEnCfyodQqK4Uh87B6peX5hAqZHDjTKQ&oe=6A038C0B,spertibersepeda,spertibersepeda,FALSE,FALSE,12,12
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18094276219899993,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18094276219899993/,Folkative bukannya emang dari dulu memuja pemerintah apapun kebijakan yg merugikan rakyat? ☺️☺️,1778144670,3584,648038279,sofiadebi,Sofia Debi Puspa,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-19/696121836_18587185267038280_8398845419852643438_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=MKd1OyjWj28Q7kNvwHKtdYQ&_nc_oc=Adre35lC_gJKpj4E7cI1k3Gw2fX1KguwgimendCp7TnPC-2b0D0YaHnL1HkGHKGEXu8&_nc_zt=24&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_gid=WMI2tPWUAJnlmj3zmmGOgQ&_nc_ss=7d6a8&oh=00_Af6Ma0wcHiyr8G_zWd0BbEo6m0q8giJTVDrogQmqyi00sA&oe=6A039966,sofiadebi,sofiadebi,FALSE,FALSE,14,14
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18081224771147011,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18081224771147011/,"Semua media klarifikasi gini wkwkwk, Mau ditaro dimana muka Qodari 😂😂😂",1778143317,5293,4202983922,ajaypardian,Ajay P Ardian,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-19/659077070_18435860734143923_8927840907919203013_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=106&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=f-LHENCFsLkQ7kNvwG-405W&_nc_oc=AdqsIVnDgQS4ezNIN0Ow_ZpCEDthcA0oN6JPjz48HsuKTOg1wzMULD_epmyR3k0JZtw&_nc_zt=24&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_gid=WMI2tPWUAJnlmj3zmmGOgQ&_nc_ss=7d6a8&oh=00_Af6fGSu_IC9PONpQx5NcP3EkJzbAsqQAKY5hR7oRWXs88w&oe=6A03B887,ajaypardian,ajaypardian,FALSE,FALSE,42,42
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18002457827873457,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18002457827873457/,YUYUR YANGGHAL ✌🏻✌🏻,1778143359,1487,1270182817,illbesuccesful,Nin.,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-19/542742280_18526005154038818_4622378683854550557_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=101&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy44NjQuQzMifQ%3D%3D&_nc_ohc=cwon2P2i2LcQ7kNvwGTytur&_nc_oc=AdqfYlK3k7In_SMF8e0B90_1nK82S_1VBY99izec9vQ1omyuRlcME6LZKg00ui7PqkM&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_gid=WMI2tPWUAJnlmj3zmmGOgQ&_nc_ss=7d6a8&oh=00_Af5s5IKFCb356YkL28z-vyw4eNsLbCpz61t9hU4f-1zN0g&oe=6A038590,illbesuccesful,illbesuccesful,FALSE,FALSE,6,6
3891669691718832834,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,18576175810031129,https://www.instagram.com/p/DYB_Pc2DhLC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==/c/18576175810031129/,"Sebutkan kelebihan mu : Gamau Terima uang dari istana, Alhamdulillah masih cukup buat hidup 🔥🙌",1778143337,1891,1537495148,eza_hrsmann,𝚁𝚎𝚣𝚊 𝙷𝚘𝚛𝚒𝚜𝚖𝚊𝚗 𓃠,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-19/591126028_18541044271023149_6980955022445556337_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_cat=1&ccb=7-5&_nc_sid=f7ccc5&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLnd3dy4xMDgwLkMzIn0%3D&_nc_ohc=Il1990H9eNsQ7kNvwE6h2op&_nc_oc=Adpb2R79wRRSkaKVunJJu6cT-0A3IpPI4yXIloayFl8sNwCxJuyanEqW0h_8SJak0mg&_nc_zt=24&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_gid=WMI2tPWUAJnlmj3zmmGOgQ&_nc_ss=7d6a8&oh=00_Af6wjpc9HupOJoS8TM7eQNzuWHenWUMJMtbMqGRvfh4RaQ&oe=6A03B840,eza_hrsmann,eza_hrsmann,FALSE,FALSE,8,8
